Student Number,Female,socioeconomicstrata_round1,children5years_r1,everhadsex_r1,howmanysexpartners_r1,usedrythm_pregn_r1,usedpill_pregn_r1,usedinjection_pregn_r1,usedIUD_pregn_r1,usedcondom_pregn_r1,usedwithdraw_pregn_r1,usedemergency_pregn_r1,usedother_pregn_r1,rythmsafest_pregnancy_r1,pillsafest_pregnancy_r1,injectionsafest_pregnancy_r1,hygienesafest_pregnancy_r1,condomsafest_pregnancy_r1,withdrawalsafest_pregnancy_r1,emergencypsafest_pregnancy_r1,abstinencesafest_pregnancy_r1,other_pregnancy_r1,whichone_pregnancy_r1,dontknow_pregnancy_r1,peopleathome_r1,motherliveathome_r1,educationmother_r1,fatherliveathome_r1,educationfather_r1,whichone1_r1
534,Female,I don't know,No answer,Yes,1 person,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,High School,I don't have any,No answer,PLANIFICAR
535,Female,I don't know,Yes,Yes,2-5 people,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,18,Yes,Elementary School,Yes,Elementary School,CONDON
536,Male,I don't know,I don't know,Yes,6-10 people,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,999,Yes,No answer,I don't have any,No answer,CONDON
537,Male,1,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,6,Yes,No answer,I don't have any,No answer,CONDON
538,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Invalid answer,High School,Invalid answer,High School,PLANIFICAR
539,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,Yes,College,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
540,Male,1,Yes,Yes,For the last six months I have not had sexual relations,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,No,No,No,No,No,No,No,Invalid answer,PLANEARLO CON SU PAREJA,No,9,Yes,Elementary School,Yes,Elementary School,METODOS ANTICONCEPTIVOS
541,Male,I don't know,No answer,Yes,6-10 people,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,8,Yes,High School,Yes,High School,CONDON
542,Male,No answer,No,Yes,I don't know,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,0,No answer,No answer,No answer,No answer,INYECCION
543,Female,1,Yes,No answer,I have never had sexual relations,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,No answer,10,Yes,No answer,Yes,No answer,PASTILLAS ANTICONCEPTIVAS
545,Male,3,Yes,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,9,No,College,Is dead,College,PLANIFICAR
546,Female,2,I don't know,Yes,1 person,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,No,0,Yes,High School,Yes,University,PASTILLAS ANTICONCEPTIVAS
547,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,No,No answer,No,No answer,PASTILLAS ANTICONCEPTIVAS
548,Female,Invalid answer,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,997,Yes,University,No,College,METODOS ANTICONCEPTIVOS
549,Male,1,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PLANIFICAR
550,Male,1,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Invalid answer,MASTURBACION,No,6,Yes,High School,Yes,High School,PLANIFICAR
552,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,3,Yes,Elementary School,No,High School,PLANIFICAR
553,Female,I don't know,I don't know,No,1 person,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,,No,6,Yes,University,Yes,College,LIGADURA DE TROMPAS
554,Male,1,I don't know,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,No,6,Yes,High School,Is dead,No answer,PROTEGERSE
555,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,IMPLANTE SUBDERMIDO
557,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,3,Yes,High School,No,Elementary School,METODOS ANTICONCEPTIVOS
558,Female,4,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,METODOS ANTICONCEPTIVOS
559,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,5,Yes,High School,Yes,Postgraduate,PASTILLAS ANTICONCEPTIVAS
561,Male,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,High School,No,High School,CONDON
562,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,No,4,Yes,High School,Yes,University,ABSTENCION
563,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,3,No,High School,Yes,High School,LIGADURA DE TROMPAS
564,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,,No,4,Yes,High School,Yes,Elementary School,CONDON
565,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,6,Yes,No answer,No,None,PLANIFICAR
566,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,8,Yes,College,Yes,Postgraduate,CONDON
567,Male,I don't know,Yes,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,College,Yes,High School,CONDON
568,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,CUIDARSE
570,Female,1,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,5,Yes,University,Is dead,No answer,INYECCION
571,Female,1,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,No,5,Yes,High School,Invalid answer,Elementary School,CONDON
572,Male,1,No,Yes,For the last six months I have not had sexual relations,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,4,Yes,University,Yes,Elementary School,CONDON
573,Male,I don't know,Yes,Yes,1 person,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,Postgraduate,Yes,University,CONDON
574,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PLANIFICAR
575,Male,4,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,7,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
576,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,3,Yes,College,Yes,High School,CONDON
577,Female,1,I don't know,Yes,1 person,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,5,Yes,Elementary School,Yes,None,INYECCION
578,Female,I don't know,No,Yes,1 person,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,5,Yes,No answer,Yes,None,INYECCION
580,Male,1,I don't know,Yes,1 person,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,Elementary School,INYECCION
581,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,OPERACION
582,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,6,Yes,High School,No,No answer,INYECCION
583,Male,1,Yes,Yes,2-5 people,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,No,High School,CONDON
584,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,Yes,Elementary School,Yes,Elementary School,CONDON
585,Female,2,No,Yes,1 person,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,7,Yes,High School,Yes,High School,CONDON
586,Male,2,No,Yes,1 person,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
588,Male,I don't know,No,Yes,For the last six months I have not had sexual relations,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
589,Male,2,I don't know,Yes,2-5 people,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,No answer,3,I don't have any,No answer,Yes,High School,CONDON
590,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,Elementary School,Yes,Elementary School,PLANIFICAR
591,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,High School,CONDON
592,Female,No answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,6,Yes,Elementary School,Yes,High School,SER RESPONSABLE
593,Female,2,Yes,Yes,1 person,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,LA PILA,No,11,Yes,Postgraduate,Yes,High School,IMPLANTE SUBDERMIDO
594,Female,1,No,Yes,1 person,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,,No,5,Yes,University,Yes,High School,CONDON
595,Female,1,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,College,Yes,Elementary School,OPERACION
596,Male,1,No answer,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,6,Yes,High School,Yes,High School,INYECCION
597,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,No,4,Yes,High School,No,High School,CONDON
598,Female,No answer,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,College,CONDON
599,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,3,Yes,University,Yes,College,PROTEGERSE
600,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,7,Yes,None,Yes,None,CONDON
601,Female,1,I don't know,Yes,1 person,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,,No,5,Yes,None,Yes,High School,CONDON
602,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,4,Yes,High School,Yes,Elementary School,METODOS ANTICONCEPTIVOS
603,Female,Invalid answer,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,Postgraduate,No answer,No answer,CONDON
604,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,No answer,No,University,CONDON
605,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,No answer,CONDON
606,Female,1,I don't know,No,I have never had sexual relations,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,10,Yes,Elementary School,Yes,Elementary School,ABSTENCION
607,Female,1,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,12,Yes,High School,I don't have any,No answer,CONDON
608,Female,1,No answer,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,3,Yes,Elementary School,Is dead,None,CONDON
609,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,Elementary School,Yes,High School,CUIDARSE
610,Female,2,I don't know,Yes,1 person,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,6,Yes,Elementary School,Is dead,No answer,CONDON
611,Male,1,No,Yes,2-5 people,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,5,Yes,Postgraduate,Yes,Postgraduate,PLANIFICAR
612,Female,1,I don't know,Yes,2-5 people,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,No,9,No,Elementary School,No,High School,IMPLANTE SUBDERMIDO
613,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,4,Yes,High School,Yes,College,ABSTENCION
615,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,High School,Yes,College,CONDON
616,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,,No,4,Yes,High School,Yes,Postgraduate,ABSTENCION
618,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,,No,6,Yes,High School,Yes,High School,CONDON
621,Male,1,I don't know,Yes,For the last six months I have not had sexual relations,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,University,No,University,CONDON
622,Female,1,No,Yes,1 person,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,No,High School,CONDON
624,Male,I don't know,I don't know,Yes,6-10 people,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
625,Male,I don't know,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
626,Female,Invalid answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,PILA,No,4,Yes,College,Yes,High School,IMPLANTE SUBDERMIDO
627,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,College,Yes,Elementary School,CONDON
628,Male,3,I don't know,Yes,1 person,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,5,No,College,Yes,High School,CONDON
629,Male,1,Yes,Yes,1 person,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,5,Yes,None,Yes,College,CONDON
630,Male,2,I don't know,Yes,I don't know,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,2,Yes,High School,No,High School,IMPLANTE SUBDERMIDO
631,Male,2,No,Yes,1 person,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,8,Yes,Elementary School,Yes,Elementary School,CONDON
632,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,4,Yes,High School,Yes,High School,CONDON
633,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,EL CONDO O PRESERVATIVO,No,4,No,Elementary School,No,Elementary School,METODOS ANTICONCEPTIVOS
634,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,High School,Yes,No answer,CUIDARSE
635,Female,3,I don't know,Yes,2-5 people,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,2,I don't have any,High School,Is dead,High School,PLANIFICAR
636,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
637,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,9,Is dead,No answer,Is dead,No answer,CONDON
638,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,No,3,Yes,Elementary School,No,High School,OPERACION
639,Male,2,I don't know,Yes,1 person,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,No,High School,CONDON
640,Male,2,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,No,Elementary School,Is dead,No answer,CONDON
641,Male,2,I don't know,Yes,For the last six months I have not had sexual relations,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,No,Elementary School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
642,Male,4,No,Yes,1 person,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,8,Yes,High School,Yes,High School,CONDON
643,Male,3,I don't know,Yes,1 person,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,No,8,No,None,Yes,High School,CONDON
644,Male,1,No,Yes,1 person,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,5,Yes,High School,Yes,High School,OPERACION
645,Female,2,I don't know,Yes,2-5 people,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
646,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,High School,No,High School,CONDON
647,Male,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,6,Yes,Elementary School,Yes,Elementary School,INYECCION
648,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,11,Yes,High School,No,University,OPERACION
649,Male,2,No,Yes,For the last six months I have not had sexual relations,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,No answer,4,Yes,College,Yes,College,PASTILLAS ANTICONCEPTIVAS
650,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,High School,Yes,No answer,CONDON
651,Male,1,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,5,Yes,High School,Yes,High School,CONDON
652,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
653,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,6,Yes,High School,Yes,High School,CONDON
654,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,5,Yes,None,Is dead,None,CONDON
655,Male,2,Yes,No,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,11,Yes,University,Yes,High School,CONDON
656,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,Postgraduate,Yes,High School,CONDON
657,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,I don't have any,High School,Yes,High School,CONDON
658,Female,Invalid answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,Yes,5,Yes,University,Yes,University,PASTILLAS ANTICONCEPTIVAS
659,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,College,Yes,High School,PLANIFICAR
660,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,High School,Yes,High School,CONDON
661,Male,2,I don't know,Yes,I don't know,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,10,Yes,High School,I don't have any,High School,CONDON
662,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,No answer,Yes,High School,CONDON
663,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
664,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,3,Yes,High School,Is dead,No answer,IMPLANTE SUBDERMIDO
665,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,5,Yes,Elementary School,No,Elementary School,IMPLANTE SUBDERMIDO
666,Male,I don't know,Yes,Yes,1 person,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,11,Yes,High School,No,No answer,CONDON
667,Male,2,I don't know,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,Elementary School,Is dead,No answer,CONDON
668,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,,No,9,Yes,High School,Yes,High School,MEDICAMENTOS
669,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,High School,Yes,High School,INYECCION
671,Male,2,No,Yes,2-5 people,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,9,Yes,High School,Yes,None,CONDON
673,Female,1,No,Yes,1 person,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,10,Yes,None,Yes,Elementary School,METODOS ANTICONCEPTIVOS
674,Male,2,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,5,Yes,College,No,No answer,CONDON
675,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,16,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
676,Male,1,Yes,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,8,Yes,High School,Yes,High School,CONDON
677,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,6,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
678,Male,2,Yes,Yes,I don't know,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,11,Yes,Elementary School,Yes,Elementary School,INYECCION
679,Male,I don't know,I don't know,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,9,Yes,High School,Yes,Elementary School,OPERACION
